MDN_APH_B

Subject:	24
Date: 06/15/2022 14:35:50
Run: 1
Buttons: 1/2

stimulus_audio	time_audio	length_audio	stimulus_picture	time_picture	response_time	absolute_response_time	button_response	accuracy	condition	congruency	category	occurence_pic	repeat_pic	repeat_category	ISI	time_ISI
schaukelstuhl_correct	32976	1030	Schaukelstuhl	34023	36300	2276	2	correct	FPM	correct	Moebel	1	27	10	1200	36489
bluse_word	37739	1340	Bluse	39089	41495	2406	2	correct	WPM	correct	Kleidung	1	84	6	700	41255
eule_incorrect	42088	1370	Eule	43471	44537	1066	1	correct	FPM	incorrect	Voegel	1	87	1	900	45603
spatz_word	46603	1150	Spatz	47770	49232	1462	1	incorrect	WPM	correct	Voegel	1	23	2	700	50119
banane_correct	50919	970	Banane	51902	53512	1610	2	correct	FPM	correct	Fruechte	1	142	13	700	54434
wellensittich_word	55251	1510	Reiher	56767	58387	1620	1	correct	WPM	incorrect	Voegel	1	89	8	700	58766
feile_correct	59583	820	Feile	60416	61347	930	2	correct	FPM	correct	Werkzeug	1	145	9	1200	63098
handschuh_word	64348	1180	Handschuh	65531	66947	1415	2	correct	WPM	correct	Kleidung	1	79	1	700	67864
schlafanzug_word	68614	1530	Schlafanzug	70163	71378	1215	2	correct	WPM	correct	Kleidung	1	92	15	900	72129
taxi_word	73079	1230	Taxi	74329	76146	1816	2	correct	WPM	correct	Fortbewegungsmittel	1	114	3	700	76595
bank_incorrect	77361	1210	Bank	78577	80984	2407	2	incorrect	FPM	incorrect	Moebel	1	163	11	700	80877
spargel_word	81627	1100	Mais	82743	84993	2250	1	correct	WPM	incorrect	Gemuese	1	91	5	700	85142
zug_correct	85992	870	Zug	86875	88494	1618	2	correct	FPM	correct	Fortbewegungsmittel	1	66	2	700	89508
reiher_word	90308	1180	Wellensittich	91490	93556	2065	2	incorrect	WPM	incorrect	Voegel	1	125	5	700	93823
kutsche_incorrect	94640	1320	Kutsche	95972	97854	1881	1	correct	FPM	incorrect	Fortbewegungsmittel	1	144	20	900	98155
harke_correct	99122	1170	Harke	100305	101700	1395	2	correct	FPM	correct	Werkzeug	1	78	7	900	102637
radieschen_incorrect	103654	1350	Radieschen	105020	106433	1413	2	incorrect	FPM	incorrect	Gemuese	1	121	9	1200	107169
weintraube_incorrect	108419	980	Weintraube	109402	110696	1294	1	correct	FPM	incorrect	Fruechte	1	88	2	700	111935
adler_word	112734	1210	Pinguin	113951	115987	2036	2	incorrect	WPM	incorrect	Voegel	1	113	8	900	116250
orange_word	117217	1230	Aprikose	118449	120205	1756	2	incorrect	WPM	incorrect	Fruechte	1	49	26	700	120732
lama_word	121465	1240	Lama	122715	124785	2070	2	correct	WPM	correct	Saeugetiere	1	122	4	700	124981
sessel_word	125731	1130	Sessel	126864	128031	1167	1	incorrect	WPM	correct	Moebel	1	144	6	900	129246
bohrmaschine_word	130179	1530	Saege	131729	133329	1600	2	incorrect	WPM	incorrect	Werkzeug	1	153	10	1200	133695
mantel_incorrect	134995	920	Mantel	135928	137158	1229	2	incorrect	FPM	incorrect	Kleidung	1	6	6	3000	138510
eichhoernchen_word	146625	1430	Seehund	148074	150087	2012	2	incorrect	WPM	incorrect	Saeugetiere	1	88	4	900	150140
sellerie_word	151190	1110	Sellerie	152306	155223	2917	1	incorrect	WPM	correct	Gemuese	1	46	14	700	154706
spatz_incorrect	155522	1380	Spatz	156922	159297	2374	1	correct	FPM	incorrect	Voegel	2		5	700	159038
drehstuhl_word	159888	1390	Schaukelstuhl	161287	162597	1309	1	correct	WPM	incorrect	Moebel	2		9	1200	163403
baer_incorrect	164703	950	Baer	165669	166937	1267	2	incorrect	FPM	incorrect	Saeugetiere	1	32	7	700	168219
mantel_word	168968	1020	Mantel	170001	171491	1489	1	incorrect	WPM	correct	Kleidung	2		1	900	172484
kleid_correct	173467	1430	Kleid	174917	176767	1850	2	correct	FPM	correct	Kleidung	1	47	14	700	176983
gans_word	177716	1110	Elster	178832	180429	1596	1	correct	WPM	incorrect	Voegel	1	2	2	700	181232
bohrmaschine_correct	182081	1180	Bohrmaschine	183264	184287	1023	2	correct	FPM	correct	Werkzeug	1	139	10	700	185597
elster_correct	186347	950	Elster	187313	189068	1754	1	incorrect	FPM	correct	Voegel	2		14	700	189862
zug_word	190679	960	Flugzeug	191645	192477	831	2	incorrect	WPM	incorrect	Fortbewegungsmittel	1	3	3	700	194195
fledermaus_word	194944	1580	Ziege	196544	198542	1998	1	correct	WPM	incorrect	Saeugetiere	1	19	5	900	198460
schrank_incorrect	199493	990	Schrank	200493	201512	1019	2	incorrect	FPM	incorrect	Moebel	1	47	19	900	203009
flugzeug_correct	204025	930	Flugzeug	204958	206372	1413	2	correct	FPM	correct	Fortbewegungsmittel	2		1	1200	207541
fahrrad_word	208790	1350	Rollschuh	210157	211927	1770	1	correct	WPM	incorrect	Fortbewegungsmittel	1	111	26	1200	212306
spargel_correct	213622	1440	Spargel	215072	217286	2213	1	incorrect	FPM	correct	Gemuese	1	91	23	900	217138
tiger_word	218088	1210	Tiger	219304	220745	1440	2	correct	WPM	correct	Saeugetiere	1	92	1	900	221603
wal_correct	222587	1360	Wal	223953	225447	1494	1	incorrect	FPM	correct	Saeugetiere	1	26	2	900	226102
axt_correct	227119	1290	Axt	228418	229482	1063	2	correct	FPM	correct	Werkzeug	1	145	10	1200	230634
kamel_word	231884	1190	Kamel	233083	234226	1142	1	incorrect	WPM	correct	Saeugetiere	1	112	7	900	235399
jeans_word	236399	1280	Socke	237682	239224	1541	2	incorrect	WPM	incorrect	Kleidung	1	35	4	900	239915
kirsche_word	240898	1190	Kiwi	242098	242916	818	1	correct	WPM	incorrect	Fruechte	1	59	1	1200	244414
kokosnuss_word	245663	1510	Kokosnuss	247179	248130	950	2	correct	WPM	correct	Fruechte	1	90	22	1200	249179
pinguin_word	250429	1200	Adler	251645	253457	1812	1	correct	WPM	incorrect	Voegel	1	45	4	3000	253944
socke_word	262025	1220	Jeans	263258	264221	962	2	incorrect	WPM	incorrect	Kleidung	1	10	1	700	265541
pullover_incorrect	266291	1030	Pullover	267340	268280	939	2	incorrect	FPM	incorrect	Kleidung	1	105	9	700	269806
biber_word	270556	1130	Biber	271706	272654	947	1	incorrect	WPM	correct	Saeugetiere	1	110	4	1200	274072
elster_word	275355	1330	Gans	276704	278431	1726	2	incorrect	WPM	incorrect	Voegel	1	132	5	900	278870
schleifpapier_word	279970	1400	Schleifpapier	281386	283449	2062	2	correct	WPM	correct	Werkzeug	1	137	1	900	283486
meissel_incorrect	284602	1150	Meissel	285768	286986	1217	2	incorrect	FPM	incorrect	Werkzeug	1	126	4	1200	288118
ziege_correct	289368	1230	Ziege	290617	291573	955	1	incorrect	FPM	correct	Saeugetiere	2		6	700	292883
regal_incorrect	293650	1220	Regal	294883	295665	781	2	incorrect	FPM	incorrect	Moebel	1	65	6	700	297165
moewe_incorrect	297965	1190	Moewe	299165	300638	1472	2	incorrect	FPM	incorrect	Voegel	1	94	33	1200	301481
schraubenzieher_incorrect	302747	1280	Schraubenzieher	304030	305044	1014	2	incorrect	FPM	incorrect	Werkzeug	1	9	9	1200	306263
jeans_correct	307562	1590	Jeans	309162	310374	1211	1	incorrect	FPM	correct	Kleidung	2		1	1200	311078
hemd_word	312394	1110	Schal	313511	314946	1435	2	incorrect	WPM	incorrect	Kleidung	1	32	6	700	315910
baer_word	316710	1130	Baer	317843	319562	1718	2	correct	WPM	correct	Saeugetiere	2		7	1200	320225
tisch_word	321575	1040	Sofa	322625	324300	1675	2	incorrect	WPM	incorrect	Moebel	1	35	2	1200	325091
moehre_word	326390	1170	Paprika	327573	328273	699	1	correct	WPM	incorrect	Gemuese	1	33	9	1200	329906
truhe_correct	331239	1200	Truhe	332455	333408	952	2	correct	FPM	correct	Moebel	1	105	6	1200	334755
schiff_incorrect	336088	1050	Schiff	337154	338597	1443	1	correct	FPM	incorrect	Fortbewegungsmittel	1	100	9	700	339603
schal_word	340370	1040	Hemd	341419	342761	1341	2	incorrect	WPM	incorrect	Kleidung	1	115	12	1200	343885
schraubenzieher_word	345185	1420	Schraubenzieher	346618	348071	1453	1	incorrect	WPM	correct	Werkzeug	2		18	900	348701
fuchs_word	349650	1100	Wal	350767	351841	1074	1	correct	WPM	incorrect	Saeugetiere	2		5	1200	353166
aprikose_correct	354449	1670	Aprikose	356132	357795	1662	1	incorrect	FPM	correct	Fruechte	2		2	900	357965
wiege_correct	358964	1210	Wiege	360181	361187	1006	2	correct	FPM	correct	Moebel	1	7	7	900	362480
birne_incorrect	363480	1510	Birne	364996	366322	1325	1	correct	FPM	incorrect	Fruechte	1	10	5	1200	366995
sellerie_incorrect	368278	1080	Sellerie	369361	370352	990	2	incorrect	FPM	incorrect	Gemuese	2		24	3000	371794
eichhoernchen_correct	379842	990	Eichhoernchen	380841	381804	962	1	incorrect	FPM	correct	Saeugetiere	1	50	35	900	383357
kanu_correct	384374	1180	Kanu	385557	387281	1724	2	correct	FPM	correct	Fortbewegungsmittel	1	1	1	900	387889
hubschrauber_word	388923	1300	Kanu	390239	391704	1465	2	incorrect	WPM	incorrect	Fortbewegungsmittel	2		4	900	392438
ananas_word	393438	1320	Ananas	394771	396701	1930	1	incorrect	WPM	correct	Fruechte	1	24	5	900	396954
truhe_word	397953	1190	Wiege	399153	400158	1004	2	incorrect	WPM	incorrect	Moebel	2		6	900	401469
hut_word	402435	1120	Kleid	403568	405423	1854	2	incorrect	WPM	incorrect	Kleidung	2		2	900	405951
flugzeug_word	406951	1410	Zug	408367	409628	1261	2	incorrect	WPM	incorrect	Fortbewegungsmittel	2		3	900	410466
socke_correct	411466	1300	Socke	412782	413807	1024	2	correct	FPM	correct	Kleidung	2		6	700	414982
