MDN_APH_B

Subject:	55
Date: 08/28/2023 14:33:15
Run: 2
Buttons: 1/2

stimulus_audio	time_audio	length_audio	stimulus_picture	time_picture	response_time	absolute_response_time	button_response	accuracy	condition	congruency	category	occurence_pic	repeat_pic	repeat_category	ISI	time_ISI
brokkoli_word	30560	960	Brokkoli	31524	32628	1103	2	correct	WPM	correct	Gemuese	1	1	1	700	34074
schal_word	34807	1080	Hemd	35906	36643	736	1	correct	WPM	incorrect	Kleidung	1	43	8	700	38322
eichhoernchen_word	39056	1180	Seehund	40255	41022	767	1	correct	WPM	incorrect	Saeugetiere	1	75		700	42571
spatz_word	43304	1030	Spatz	44337	45312	974	2	correct	WPM	correct	Voegel	1	169	7	900	46820
schleifpapier_incorrect	48120	1150	Schleifpapier	49286	50273	986	1	correct	FPM	incorrect	Werkzeug	1	117	12	1200	51635
brokkoli_incorrect	52935	970	Brokkoli	53918	56159	2240	1	correct	FPM	incorrect	Gemuese	2		1	900	56451
spargel_word	57384	1040	Mais	58433	59625	1191	1	correct	WPM	incorrect	Gemuese	1	106	6	700	60899
kokosnuss_incorrect	61683	1280	Kokosnuss	62966	63896	930	1	correct	FPM	incorrect	Fruechte	1	89		700	65198
truhe_word	65931	1450	Wiege	67398	68378	980	1	correct	WPM	incorrect	Moebel	1	57		700	69447
hut_correct	70264	820	Hut	71097	72728	1631	2	correct	FPM	correct	Kleidung	1	137	18	1200	73779
ente_word	75012	1210	Ente	76228	76889	660	2	correct	WPM	correct	Voegel	1	118	4	700	78528
ziege_word	79261	1290	Fledermaus	80561	81613	1052	1	correct	WPM	incorrect	Saeugetiere	1	177	8	700	82777
spargel_correct	83543	1030	Spargel	84576	86030	1454	1	incorrect	FPM	correct	Gemuese	1	101	5	1200	87059
zug_word	88292	1210	Flugzeug	89508	90331	823	1	correct	WPM	incorrect	Fortbewegungsmittel	1	114	8	900	91807
meise_word	92741	1290	Meise	94040	95348	1308	2	correct	WPM	correct	Voegel	1	6		700	96256
schaukelstuhl_correct	97073	1130	Schaukelstuhl	98206	99167	961	1	incorrect	FPM	correct	Moebel	1	45	3	700	100588
schraubenzieher_word	101322	1190	Schraubenzieher	102521	103306	784	2	correct	WPM	correct	Werkzeug	1	128	6	1200	104837
zwiebel_word	106070	1330	Avocado	107403	108221	818	1	correct	WPM	incorrect	Gemuese	1	72	18	700	109586
regal_incorrect	110652	990	Regal	111652	112639	987	1	correct	FPM	incorrect	Moebel	1	6	5	900	114168
fuchs_word	115101	1430	Wal	116534	117246	712	1	correct	WPM	incorrect	Saeugetiere	1	156	7	1200	118617
meise_incorrect	120183	1300	Meise	121499	122799	1300	1	correct	FPM	incorrect	Voegel	2		5	900	123699
kutsche_incorrect	124715	1390	Kutsche	126115	127173	1058	1	correct	FPM	incorrect	Fortbewegungsmittel	1	138	11	900	128231
meissel_incorrect	129230	1310	Meissel	130547	131588	1041	1	correct	FPM	incorrect	Werkzeug	1	148	12	700	132746
bank_incorrect	133496	1220	Bank	134729	135670	940	1	correct	FPM	incorrect	Moebel	1	5	1	3000	137012
regal_word	145043	1190	Regal	146242	146934	691	2	correct	WPM	correct	Moebel	2		4	900	148558
eule_incorrect	149508	1020	Eule	150541	152139	1598	1	correct	FPM	incorrect	Voegel	1	99	28	900	153024
seehund_word	153957	1420	Eichhoernchen	155390	156239	849	1	correct	WPM	incorrect	Saeugetiere	1	60	31	1200	157473
schlafanzug_word	158706	1460	Schlafanzug	160172	161235	1063	2	correct	WPM	correct	Kleidung	1	3		700	162221
bank_word	162954	1230	Bank	164204	164944	740	2	correct	WPM	correct	Moebel	2		1	900	166470
schaukelstuhl_word	167403	1350	Drehstuhl	168769	169746	976	1	correct	WPM	incorrect	Moebel	1	47	22	1200	170919
schlafanzug_incorrect	172218	1100	Schlafanzug	173335	174370	1035	1	correct	FPM	incorrect	Kleidung	2		1	700	175734
pullover_word	176467	1240	Pullover	177717	178726	1009	1	incorrect	WPM	correct	Kleidung	1	50	2	900	179983
schiff_incorrect	180999	1030	Schiff	182049	182909	860	1	correct	FPM	incorrect	Fortbewegungsmittel	1	115	11	900	184515
hose_incorrect	185498	1090	Hose	186598	187503	905	1	correct	FPM	incorrect	Kleidung	1	104	3	700	189014
sichel_word	189747	1580	Sichel	191346	192310	963	2	correct	WPM	correct	Werkzeug	1	70	7	1200	193263
paprika_word	194496	1080	Moehre	195595	196514	919	1	correct	WPM	incorrect	Gemuese	1	146	4	1200	198011
jeans_word	199244	1300	Socke	200560	201478	917	1	correct	WPM	incorrect	Kleidung	1	22	1	900	202760
mantel_incorrect	204026	1020	Mantel	205059	205842	783	1	correct	FPM	incorrect	Kleidung	1	8	3	700	207542
weintraube_word	208275	1210	Weintraube	209491	210289	797	2	correct	WPM	correct	Fruechte	1	24	9	700	211791
moehre_word	212524	1120	Paprika	213657	214436	779	1	correct	WPM	incorrect	Gemuese	1	3	3	1200	216039
handschuh_word	217273	1180	Handschuh	218472	219231	758	2	correct	WPM	correct	Kleidung	1	35		1200	220788
axt_correct	222088	940	Axt	223038	224658	1620	2	correct	FPM	correct	Werkzeug	1	111	26	900	225603
paprika_correct	226603	1130	Paprika	227753	229821	2068	2	correct	FPM	correct	Gemuese	2			900	230119
hubschrauber_correct	231102	1400	Hubschrauber	232518	233143	625	2	correct	FPM	correct	Fortbewegungsmittel	1	26	9	900	234618
hemd_correct	235617	1130	Hemd	236767	237648	880	2	correct	FPM	correct	Kleidung	2		1	1200	239133
mantel_word	240366	1270	Mantel	241649	242521	871	2	correct	WPM	correct	Kleidung	2		4	1200	243882
kohlrabi_word	245115	1190	Kohlrabi	246314	247116	801	2	correct	WPM	correct	Gemuese	1	61	18	700	248630
banane_word	249364	1210	Zitrone	250580	251368	787	1	correct	WPM	incorrect	Fruechte	1	3	1	3000	252879
dattel_incorrect	261244	1220	Dattel	262477	263971	1494	1	correct	FPM	incorrect	Fruechte	1	112	2	900	264759
jeans_correct	265759	1230	Jeans	266992	268301	1308	2	correct	FPM	correct	Kleidung	1	22		700	269275
zitrone_correct	270041	1300	Zitrone	271357	271807	449	2	correct	FPM	correct	Fruechte	2		5	900	273557
wiege_word	274490	1210	Truhe	275706	277095	1388	1	correct	WPM	incorrect	Moebel	1	3		900	278006
fahrrad_correct	279005	1320	Fahrrad	280338	281938	1599	2	correct	FPM	correct	Fortbewegungsmittel	1	96	7	1200	282521
reiher_correct	283771	1050	Reiher	284837	286012	1174	2	correct	FPM	correct	Voegel	1	8	3	900	287286
truhe_correct	288319	1300	Truhe	289636	290415	779	2	correct	FPM	correct	Moebel	2		6	1200	291835
kiwi_word	293085	1350	Kirsche	294451	295423	971	1	correct	WPM	incorrect	Fruechte	1	86	7	1200	296600
gans_correct	297867	1240	Gans	299116	300106	989	2	correct	FPM	correct	Voegel	1	101	5	700	301382
tiger_word	302132	1150	Tiger	303298	304117	818	2	correct	WPM	correct	Saeugetiere	1	79	16	700	305648
socke_correct	306431	1240	Socke	307681	308770	1089	2	correct	FPM	correct	Kleidung	2		8	700	309947
taxi_incorrect	310730	1150	Taxi	311896	312868	972	1	correct	FPM	incorrect	Fortbewegungsmittel	1	108		900	314245
drehstuhl_word	316662	1180	Schaukelstuhl	317861	319423	1561	2	incorrect	WPM	incorrect	Moebel	2		3	900	320177
wellensittich_word	321110	1170	Reiher	322293	322984	690	1	correct	WPM	incorrect	Voegel	2		21	700	324626
weintraube_incorrect	325376	1310	Weintraube	326692	327608	916	1	correct	FPM	incorrect	Fruechte	2		6	1200	328891
sessel_incorrect	330174	1430	Sessel	331624	332540	915	1	correct	FPM	incorrect	Moebel	1	46		900	333690
zwiebel_correct	334640	950	Zwiebel	335606	336390	783	1	incorrect	FPM	correct	Gemuese	1	74	20	1200	338155
wiege_correct	339422	1430	Wiege	340871	341783	911	1	incorrect	FPM	correct	Moebel	2		11	1200	342937
hut_word	344171	1220	Kleid	345403	346196	792	1	correct	WPM	incorrect	Kleidung	1	92	5	900	347686
harke_correct	348619	1410	Harke	350035	352005	1969	1	incorrect	FPM	correct	Werkzeug	1	120	37	1200	352135
