MDN_APH_B

Subject:	6
Date: 10/27/2021 16:04:58
Run: 2
Buttons: 1/2

stimulus_audio	time_audio	length_audio	stimulus_picture	time_picture	response_time	absolute_response_time	button_response	accuracy	condition	correctness	category	occurence_pic	repeat_pic	repeat_category	ISI	time_ISI
kirsche_word	8950	1190	Kirsche	10147	10836	689	2	incorrect	WPM	correct	Fruechte	1	82	5	1200	12463
feile_word	13696	1220	Feile	14929	15735	806	2	incorrect	WPM	correct	Werkzeug	1	126	13	900	17212
sofa_word	18145	1200	Sofa	19361	20022	660	2	incorrect	WPM	correct	Moebel	1	174	4	700	21660
eichhoernchen_word	22393	1430	Eichhoernchen	23843	24512	668	2	incorrect	WPM	correct	Saeugetiere	1	92	19	1200	25909
bluse_word	27142	1340	Hose	28492	29164	672	1	incorrect	WPM	incorrect	Kleidung	1	7	7	900	30658
weintraube_word	31591	1460	Kokosnuss	33057	34043	985	1	incorrect	WPM	incorrect	Fruechte	1	110	11	900	35106
regal_correct	36140	980	Regal	37123	38611	1488	2	incorrect	FPM	correct	Moebel	1	130	1	900	39655
kommode_correct	40688	1210	Kommode	41904	42891	986	2	incorrect	FPM	correct	Moebel	1	180	5	1200	44204
pinguin_word	45437	1200	Pinguin	46653	47311	657	2	incorrect	WPM	correct	Voegel	1	137	17	1200	48952
kohlrabi_correct	50252	1250	Kohlrabi	51518	52543	1024	2	incorrect	FPM	correct	Gemuese	1	142	4	900	53768
hubschrauber_incorrect	54768	1180	Hubschrauber	55951	56876	925	1	incorrect	FPM	incorrect	Fortbewegungsmittel	1	60	7	900	58283
hose_correct	59283	1010	Hose	60299	61312	1013	2	incorrect	FPM	correct	Kleidung	2		27	700	62799
hocker_correct	63598	1220	Hocker	64831	65424	592	2	incorrect	FPM	correct	Moebel	1	152	3	900	67114
zwiebel_incorrect	68114	1290	Zwiebel	69413	70657	1244	1	incorrect	FPM	incorrect	Gemuese	1	15	15	1200	71629
maurerkelle_incorrect	72929	820	Maurerkelle	73762	75555	1792	1	incorrect	FPM	incorrect	Werkzeug	1	109	5	1200	76445
schaukelstuhl_incorrect	77761	940	Schaukelstuhl	78711	79935	1224	1	incorrect	FPM	incorrect	Moebel	1	148	3	900	81277
zitrone_incorrect	82276	970	Zitrone	83259	84582	1322	1	incorrect	FPM	incorrect	Fruechte	1	48	5	900	85792
traktor_correct	86792	1050	Traktor	87858	88852	993	2	incorrect	FPM	correct	Fortbewegungsmittel	1	36	20	900	90307
drehstuhl_incorrect	91307	1030	Drehstuhl	92340	93652	1311	1	incorrect	FPM	incorrect	Moebel	1	85	2	1200	94823
meissel_correct	96122	1170	Meissel	97305	98801	1495	2	incorrect	FPM	correct	Werkzeug	1	94	12	700	99638
bank_correct	100455	1240	Bank	101704	102767	1063	2	incorrect	FPM	correct	Moebel	1	51	4	700	103970
kiwi_word	104703	1190	Kiwi	105903	106594	691	2	incorrect	WPM	correct	Fruechte	1	23	14	1200	108219
fuchs_incorrect	109785	1360	Fuchs	111151	112560	1408	1	incorrect	FPM	incorrect	Saeugetiere	1	63	1	1200	113301
baer_word	114534	1130	Lama	115667	116821	1154	1	incorrect	WPM	incorrect	Saeugetiere	1	24	6	3000	118050
tisch_word	126081	1040	Tisch	127130	127685	554	2	incorrect	WPM	correct	Moebel	1	101	2	900	129596
meise_word	130529	1210	Moewe	131746	133277	1531	1	incorrect	WPM	incorrect	Voegel	1	24	2	900	134045
sessel_word	134995	1130	Schrank	136144	136884	739	1	incorrect	WPM	incorrect	Moebel	1	136	17	1200	138510
gans_incorrect	140077	950	Gans	141043	142339	1295	1	incorrect	FPM	incorrect	Voegel	1	121	7	900	143592
zwiebel_word	144525	1250	Zwiebel	145792	146496	704	2	incorrect	WPM	correct	Gemuese	2		2	900	148041
biber_correct	149307	1240	Biber	150557	151685	1128	2	incorrect	FPM	correct	Saeugetiere	1	118	18	900	152823
weisskohl_correct	153823	1080	Weisskohl	154906	155856	950	2	incorrect	FPM	correct	Gemuese	1	102	3	1200	157338
axt_incorrect	158638	1170	Axt	159821	160588	767	1	incorrect	FPM	incorrect	Werkzeug	1	11	1	700	162154
bohrmaschine_incorrect	162953	1030	Bohrmaschine	163986	164948	961	1	incorrect	FPM	incorrect	Werkzeug	1	112	10	700	166469
brokkoli_correct	167269	1110	Brokkoli	168385	169426	1041	2	incorrect	FPM	correct	Gemuese	1	140	3	700	170784
eule_correct	171584	1450	Eule	173051	174043	992	2	incorrect	FPM	correct	Voegel	1	96	5	1200	175100
birne_correct	176400	1310	Birne	177716	178775	1058	2	incorrect	FPM	correct	Fruechte	1	22	5	1200	179915
sellerie_correct	181215	970	Sellerie	182198	184358	2159	1	correct	FPM	correct	Gemuese	1	16	12	700	184731
fahrrad_word	185464	1350	Fahrrad	186830	187746	916	2	incorrect	WPM	correct	Fortbewegungsmittel	1	14	13	700	188979
handschuh_word	189713	1180	Mantel	190912	191613	701	1	incorrect	WPM	incorrect	Kleidung	1	132	16	900	193228
wellensittich_word	194161	1510	Wellensittich	195677	196161	483	2	incorrect	WPM	correct	Voegel	1	140	2	900	197677
orange_word	198610	1230	Orange	199860	200436	576	2	incorrect	WPM	correct	Fruechte	1	78	4	900	202126
reiher_incorrect	203125	1110	Reiher	204242	205598	1355	1	incorrect	FPM	incorrect	Voegel	1	49	4	1200	206641
axt_word	207874	1140	Axt	209024	210087	1063	2	incorrect	WPM	correct	Werkzeug	2		19	700	211390
wiege_word	212123	1190	Wiege	213322	214184	861	2	incorrect	WPM	correct	Moebel	1	12	12	1200	215638
kiwi_incorrect	216938	1250	Kiwi	218204	220038	1833	1	incorrect	FPM	incorrect	Fruechte	2		2	1200	220454
eule_word	221687	1220	Ente	222920	224101	1181	1	incorrect	WPM	incorrect	Voegel	1	34	4	900	225202
ananas_word	226135	1320	Dattel	227468	228293	824	1	incorrect	WPM	incorrect	Fruechte	1	138	11	700	229651
lama_correct	230401	950	Lama	231367	232446	1078	2	incorrect	FPM	correct	Saeugetiere	2		9	3000	233917
kuerbis_word	241948	1300	Radieschen	243264	244013	748	1	incorrect	WPM	incorrect	Gemuese	1	36	4	1200	245463
moewe_correct	246746	1090	Moewe	247846	248888	1041	2	incorrect	FPM	correct	Voegel	2		20	900	250262
taxi_word	251195	1230	Schlitten	252445	NaN	NaN	NaN	NaN	WPM	incorrect	Fortbewegungsmittel	1	93	1	900	254711
fahrrad_incorrect	255960	990	Fahrrad	256960	258464	1503	1	incorrect	FPM	incorrect	Fortbewegungsmittel	2		2	700	259476
weisskohl_word	260209	1160	Sellerie	261375	262332	956	1	incorrect	WPM	incorrect	Gemuese	2		6	1200	263725
schiff_word	264974	1040	Traktor	266024	266815	790	1	incorrect	WPM	incorrect	Fortbewegungsmittel	2		10	900	268490
hemd_word	269423	1110	Hemd	270539	271334	794	1	correct	WPM	correct	Kleidung	1	53	19	1200	272939
wiege_incorrect	274505	1200	Wiege	275721	276613	891	2	correct	FPM	incorrect	Moebel	2		10	900	278021
bueffel_word	278954	1150	Tiger	280120	280859	739	1	incorrect	WPM	incorrect	Saeugetiere	1	103	3	1200	282469
blaubeere_word	283702	1450	Birne	285169	285814	645	1	incorrect	WPM	incorrect	Fruechte	2		5	700	287218
moehre_incorrect	288284	1000	Moehre	289301	290545	1244	1	incorrect	FPM	incorrect	Gemuese	1	109	10	900	291800
wal_incorrect	292800	1060	Wal	293866	295142	1275	1	incorrect	FPM	incorrect	Saeugetiere	1	60	1	900	296315
kamel_correct	297315	960	Kamel	298282	299066	784	1	correct	FPM	correct	Saeugetiere	1	101	7	700	300831
schleifpapier_correct	301647	1280	Schleifpapier	302947	303702	754	2	incorrect	FPM	correct	Werkzeug	1	40	5	700	305163
kokosnuss_word	305896	1510	Weintraube	307412	308056	643	2	correct	WPM	incorrect	Fruechte	1	113	2	1200	309412
kanu_incorrect	310728	1270	Kanu	312011	313324	1312	1	incorrect	FPM	incorrect	Fortbewegungsmittel	1	34	7	1200	314244
zitrone_word	315477	1400	Zitrone	316893	317479	586	1	correct	WPM	correct	Fruechte	2		18	900	318992
truhe_incorrect	319975	1210	Truhe	321192	322476	1284	2	correct	FPM	incorrect	Moebel	1	33	6	1200	323491
hobel_correct	324841	1150	Hobel	326007	326984	976	1	correct	FPM	correct	Werkzeug	1	125	11	900	328356
bueffel_correct	329373	1410	Bueffel	330789	332196	1407	2	incorrect	FPM	correct	Saeugetiere	1	101	18	700	332888
paprika_word	333622	1330	Paprika	334971	335642	670	2	incorrect	WPM	correct	Gemuese	1	60	16	1200	337137
meise_correct	338420	1190	Meise	339620	341591	1971	2	incorrect	FPM	correct	Voegel	1	68	3	1200	341936
hubschrauber_word	343169	1300	Hubschrauber	344485	345157	671	2	incorrect	WPM	correct	Fortbewegungsmittel	2		6	1200	346684
kommode_word	347918	1410	Bank	349334	350125	790	2	correct	WPM	incorrect	Moebel	2		27	3000	351433
spatz_correct	359831	1460	Spatz	361297	362880	1583	1	correct	FPM	correct	Voegel	1	54	3	1200	363346
pullover_word	364579	1290	Schlafanzug	365879	366912	1032	1	incorrect	WPM	incorrect	Kleidung	1	77	1	900	368095
hut_word	369028	1120	Hut	370161	370914	752	1	correct	WPM	correct	Kleidung	1	108	9	700	372544
elster_word	373277	1330	Elster	374626	375688	1061	2	incorrect	WPM	correct	Voegel	1	21	3	700	376793
schlitten_word	377542	1130	Taxi	378675	379383	707	2	correct	WPM	incorrect	Fortbewegungsmittel	1	13	12	1200	381058
harke_word	382291	1240	Harke	383541	384137	596	1	correct	WPM	correct	Werkzeug	1	83	3	900	385807
geier_correct	386806	1380	Geier	388206	389773	1566	2	incorrect	FPM	correct	Voegel	1	74	1	900	390322
ente_correct	391305	1370	Ente	392688	393584	896	2	incorrect	FPM	correct	Voegel	2		11	1200	394821
walze_word	396054	1300	Sichel	397370	398635	1265	2	correct	WPM	incorrect	Werkzeug	1	29	1	700	399569
sichel_word	400303	1210	Walze	401519	403041	1521	1	incorrect	WPM	incorrect	Werkzeug	1	73	6	700	403818
kirsche_incorrect	404868	900	Kirsche	405784	406528	744	1	incorrect	FPM	incorrect	Fruechte	2		18	700	408384
schlafanzug_word	409117	1530	Pullover	410666	411676	1009	1	incorrect	WPM	incorrect	Kleidung	1	11	11	700	412632
radieschen_correct	413682	1440	Radieschen	415132	416273	1140	1	correct	FPM	correct	Gemuese	2		2	700	417198
fuchs_word	417931	1100	Fuchs	419047	419743	695	2	incorrect	WPM	correct	Saeugetiere	2		7	900	421447
avocado_word	422380	1440	Avocado	423829	424858	1028	2	incorrect	WPM	correct	Gemuese	1	31	19	900	425895
saege_word	426828	1220	Saege	428061	429019	958	2	incorrect	WPM	correct	Werkzeug	1	47	12	700	430344
faehre_word	431094	1240	Kutsche	432343	433363	1019	2	correct	WPM	incorrect	Fortbewegungsmittel	1	68	1	700	434609
taxi_correct	435409	1330	Taxi	436759	437992	1233	1	correct	FPM	correct	Fortbewegungsmittel	2		2	1200	438925
reiher_word	440158	1180	Reiher	441341	442103	762	2	incorrect	WPM	correct	Voegel	2		6	1200	443674
flugzeug_incorrect	444973	870	Flugzeug	445856	447328	1471	2	correct	FPM	incorrect	Fortbewegungsmittel	1	94	2	700	448489
ziege_word	449222	1310	Ziege	450538	451193	655	1	correct	WPM	correct	Saeugetiere	1	82	3	700	452738
kutsche_word	453471	1210	Faehre	454687	455777	1090	2	correct	WPM	incorrect	Fortbewegungsmittel	1	18	4	900	456986
pullover_correct	457986	1320	Pullover	459319	460477	1158	1	correct	FPM	correct	Kleidung	2		10	1200	461502
eichhoernchen_incorrect	462752	1210	Eichhoernchen	463968	465272	1304	2	correct	FPM	incorrect	Saeugetiere	2		24	3000	466267
elster_incorrect	474315	1220	Elster	475548	477083	1535	1	incorrect	FPM	incorrect	Voegel	2		30	700	477830
kanu_word	478564	1260	Kanu	479830	480702	871	1	correct	WPM	correct	Fortbewegungsmittel	2		14	700	482079
truhe_word	482812	1190	Truhe	484012	484706	693	2	incorrect	WPM	correct	Moebel	2		5	1200	486328
schleifpapier_word	487561	1400	Schraubenzieher	488977	489546	568	2	correct	WPM	incorrect	Werkzeug	1	23	2	900	491077
dattel_word	492010	1170	Ananas	493193	494343	1150	1	incorrect	WPM	incorrect	Fruechte	1	65	2	900	495525
