MDN_APH_B

Subject:	48
Date: 04/20/2023 13:37:05
Run: 2
Buttons: 1/2

stimulus_audio	time_audio	length_audio	stimulus_picture	time_picture	response_time	absolute_response_time	button_response	accuracy	condition	congruency	category	occurence_pic	repeat_pic	repeat_category	ISI	time_ISI
socke_word	9116	1220	Socke	10347	NaN	NaN	NaN	NaN	WPM	correct	Kleidung	1	62	5	1200	12629
hobel_correct	13879	1150	Hobel	15045	15914	868	2	correct	FPM	correct	Werkzeug	1	128		1200	17395
eule_word	18645	1220	Ente	19877	20403	526	2	incorrect	WPM	incorrect	Voegel	1	179	18	1200	22160
bohrmaschine_word	23393	1530	Bohrmaschine	24943	NaN	NaN	NaN	NaN	WPM	correct	Werkzeug	1	54	15	1200	26909
truhe_incorrect	28158	1210	Truhe	29375	29959	584	2	incorrect	FPM	incorrect	Moebel	1	3	3	700	31674
mantel_word	32407	1020	Handschuh	33440	33949	509	2	incorrect	WPM	incorrect	Kleidung	1	105	12	700	35923
kutsche_word	36656	1210	Faehre	37872	38417	544	2	incorrect	WPM	incorrect	Fortbewegungsmittel	1	54	5	700	40172
truhe_word	40905	1190	Truhe	42104	NaN	NaN	NaN	NaN	WPM	correct	Moebel	2		5	1200	44420
mais_incorrect	45720	1440	Mais	47170	47967	797	2	incorrect	FPM	incorrect	Gemuese	1	129	1	700	49236
avocado_incorrect	50069	940	Avocado	51019	51716	697	2	incorrect	FPM	incorrect	Gemuese	1	87	28	1200	53584
blaubeere_word	54818	1450	Birne	56284	56757	472	2	incorrect	WPM	incorrect	Fruechte	1	17	3	1200	58333
kutsche_correct	59583	940	Kutsche	60532	NaN	NaN	NaN	NaN	FPM	correct	Fortbewegungsmittel	1	150	34	900	63098
wiege_word	64032	1190	Wiege	65231	NaN	NaN	NaN	NaN	WPM	correct	Moebel	1	3	3	700	67547
birne_word	68280	1160	Blaubeere	69447	69911	464	2	incorrect	WPM	incorrect	Fruechte	1	46	1	700	71796
orange_incorrect	72546	1670	Orange	74229	NaN	NaN	NaN	NaN	FPM	incorrect	Fruechte	1	37	13	1200	76061
wiege_incorrect	77361	1200	Wiege	78577	79088	510	2	incorrect	FPM	incorrect	Moebel	2		1	1200	80877
kommode_word	82110	1410	Bank	83526	84036	509	2	incorrect	WPM	incorrect	Moebel	1	170	9	700	85625
jeans_incorrect	86409	1300	Jeans	87725	88289	564	2	incorrect	FPM	incorrect	Kleidung	1	130	2	1200	89924
schraubenzieher_word	91174	1420	Schleifpapier	92607	93175	568	2	incorrect	WPM	incorrect	Werkzeug	1	4	4	1200	94689
mantel_correct	95972	1130	Mantel	97105	97580	474	2	correct	FPM	correct	Kleidung	1	105	2	900	99488
wellensittich_word	100421	1510	Wellensittich	101937	NaN	NaN	NaN	NaN	WPM	correct	Voegel	1	107	8	1200	103937
pullover_word	105170	1290	Schlafanzug	106469	106922	452	2	incorrect	WPM	incorrect	Kleidung	1	155	21	1200	108685
schleifpapier_correct	109985	1280	Schleifpapier	111268	111703	435	2	correct	FPM	correct	Werkzeug	2		1	900	113501
saege_word	114434	1220	Saege	115667	NaN	NaN	NaN	NaN	WPM	correct	Werkzeug	1	75	1	3000	117949
axt_incorrect	125997	1170	Axt	127180	127677	497	2	incorrect	FPM	incorrect	Werkzeug	1	136	2	1200	129513
schaukelstuhl_word	130746	1430	Schaukelstuhl	132195	NaN	NaN	NaN	NaN	WPM	correct	Moebel	1	132	8	900	134261
hobel_word	135195	1190	Meissel	136394	NaN	NaN	NaN	NaN	WPM	incorrect	Werkzeug	1	44	10	700	138710
birne_correct	139777	1310	Birne	141093	NaN	NaN	NaN	NaN	FPM	correct	Fruechte	2		12	700	143292
moewe_correct	144092	1090	Moewe	145192	NaN	NaN	NaN	NaN	FPM	correct	Voegel	1	55	2	1200	147608
lama_word	148841	1240	Baer	150090	150609	518	2	incorrect	WPM	incorrect	Saeugetiere	1	117	3	700	152356
gans_word	153089	1110	Gans	154206	NaN	NaN	NaN	NaN	WPM	correct	Voegel	1	90	1	700	156605
meise_correct	157671	1190	Meise	158871	159421	549	2	correct	FPM	correct	Voegel	1	132	12	900	161187
tiger_word	162120	1210	Bueffel	163336	163827	490	2	incorrect	WPM	incorrect	Saeugetiere	1	52	3	700	165636
sessel_correct	166436	990	Sessel	167435	167928	492	2	correct	FPM	correct	Moebel	1	100	1	700	169951
hocker_correct	170701	1220	Hocker	171934	NaN	NaN	NaN	NaN	FPM	correct	Moebel	1	34	4	700	174217
seehund_incorrect	175017	990	Seehund	176016	NaN	NaN	NaN	NaN	FPM	incorrect	Saeugetiere	1	51	15	700	178532
feile_word	179265	1220	Feile	180498	NaN	NaN	NaN	NaN	WPM	correct	Werkzeug	1	143	12	900	182781
kuerbis_correct	183781	1350	Kuerbis	185147	NaN	NaN	NaN	NaN	FPM	correct	Gemuese	1	15	3	900	187296
sofa_incorrect	188246	1220	Sofa	189479	190314	835	2	incorrect	FPM	incorrect	Moebel	1	8	8	900	191762
ananas_correct	192778	1310	Ananas	194094	NaN	NaN	NaN	NaN	FPM	correct	Fruechte	1	46	2	900	196294
moehre_word	197227	1170	Moehre	198410	NaN	NaN	NaN	NaN	WPM	correct	Gemuese	1	135	4	900	200742
zitrone_incorrect	201742	970	Zitrone	202725	203684	958	2	incorrect	FPM	incorrect	Fruechte	1	128	10	1200	205258
kleid_incorrect	206491	1290	Kleid	207790	NaN	NaN	NaN	NaN	FPM	incorrect	Kleidung	1	124	14	700	210006
spatz_correct	210806	1460	Spatz	212272	214500	2227	2	correct	FPM	correct	Voegel	1	54	22	900	214322
sellerie_word	215255	1110	Weisskohl	216371	216987	615	2	incorrect	WPM	incorrect	Gemuese	1	86	3	900	218771
schiff_word	219720	1040	Traktor	220770	221316	545	2	incorrect	WPM	incorrect	Fortbewegungsmittel	1	62	15	700	223236
sofa_word	223969	1200	Sofa	225185	NaN	NaN	NaN	NaN	WPM	correct	Moebel	2		3	700	227485
kuerbis_word	228218	1300	Radieschen	229534	230017	482	2	incorrect	WPM	incorrect	Gemuese	1	25	5	3000	231734
sichel_word	239765	1210	Walze	240981	241535	553	2	incorrect	WPM	incorrect	Werkzeug	1	52	9	900	243280
drehstuhl_incorrect	244280	1030	Drehstuhl	245313	245704	390	2	incorrect	FPM	incorrect	Moebel	1	56	19	900	247796
ziege_word	248746	1310	Ziege	250062	NaN	NaN	NaN	NaN	WPM	correct	Saeugetiere	1	51	16	1200	252261
orange_word	253511	1230	Orange	254760	NaN	NaN	NaN	NaN	WPM	correct	Fruechte	2		3	900	257026
radieschen_word	257960	1370	Kuerbis	259342	259850	507	2	incorrect	WPM	incorrect	Gemuese	2		1	700	261475
spargel_word	262208	1100	Spargel	263325	NaN	NaN	NaN	NaN	WPM	correct	Gemuese	1	5	5	1200	265724
kiwi_word	266957	1190	Kiwi	268157	NaN	NaN	NaN	NaN	WPM	correct	Fruechte	1	137	1	900	270473
weintraube_word	271422	1460	Kokosnuss	272888	273329	440	2	incorrect	WPM	incorrect	Fruechte	1	64	4	900	274938
bluse_correct	275954	1020	Bluse	276987	NaN	NaN	NaN	NaN	FPM	correct	Kleidung	1	128	6	700	279470
bohrmaschine_incorrect	280336	1030	Bohrmaschine	281386	281829	442	2	incorrect	FPM	incorrect	Werkzeug	2		13	700	283852
spargel_incorrect	284602	930	Spargel	285552	286134	582	2	incorrect	FPM	incorrect	Gemuese	2		6	1200	288117
blaubeere_correct	289384	1510	Blaubeere	290900	NaN	NaN	NaN	NaN	FPM	correct	Fruechte	2		2	700	292899
faehre_correct	293649	1320	Faehre	294982	NaN	NaN	NaN	NaN	FPM	correct	Fortbewegungsmittel	2		3	700	297165
aprikose_incorrect	297931	1300	Aprikose	299248	NaN	NaN	NaN	NaN	FPM	incorrect	Fruechte	1	18		900	301447
socke_incorrect	302430	1590	Socke	304030	304491	461	2	incorrect	FPM	incorrect	Kleidung	2		7	700	305946
kanu_word	306679	1260	Kanu	307945	NaN	NaN	NaN	NaN	WPM	correct	Fortbewegungsmittel	1	109	10	900	310195
zwiebel_incorrect	311228	1290	Zwiebel	312527	313218	690	2	incorrect	FPM	incorrect	Gemuese	1	88	8	700	314743
elster_word	315476	1330	Elster	316826	NaN	NaN	NaN	NaN	WPM	correct	Voegel	1	53	2	1200	318992
fledermaus_incorrect	320325	1230	Fledermaus	321575	322166	591	2	incorrect	FPM	incorrect	Saeugetiere	1	122	8	900	323841
adler_incorrect	324807	1210	Adler	326023	326574	550	2	incorrect	FPM	incorrect	Voegel	1	32	16	1200	328323
regal_word	329556	1190	Hocker	330755	331263	508	2	incorrect	WPM	incorrect	Moebel	2		3	1200	333071
hose_correct	334338	1010	Hose	335354	336107	752	2	correct	FPM	correct	Kleidung	1	54	6	1200	337853
meissel_correct	339136	1170	Meissel	340319	341095	775	2	correct	FPM	correct	Werkzeug	2		22	900	342652
hocker_word	343585	1110	Regal	344701	345262	560	2	incorrect	WPM	incorrect	Moebel	1	35	10	3000	347101
radieschen_correct	355165	1440	Radieschen	356615	NaN	NaN	NaN	NaN	FPM	correct	Gemuese	2		6	1200	358681
hubschrauber_word	359914	1300	Hubschrauber	361230	NaN	NaN	NaN	NaN	WPM	correct	Fortbewegungsmittel	1	31		1200	363429
baer_word	364662	1130	Lama	365795	366229	433	2	incorrect	WPM	incorrect	Saeugetiere	1	51	3	1200	368178
schal_incorrect	369428	1360	Schal	370794	371235	440	2	incorrect	FPM	incorrect	Kleidung	1	59	35	900	372943
