MDN_APH_B

Subject:	52
Date: 05/26/2023 09:37:34
Run: 1
Buttons: 1/2

stimulus_audio	time_audio	length_audio	stimulus_picture	time_picture	response_time	absolute_response_time	button_response	accuracy	condition	congruency	category	occurence_pic	repeat_pic	repeat_category	ISI	time_ISI
drehstuhl_correct	23463	940	Drehstuhl	24409	25683	1273	2	correct	FPM	correct	Moebel	1	88	7	1200	26975
feile_correct	28209	820	Feile	29041	30653	1611	2	correct	FPM	correct	Werkzeug	1	106	5	700	31724
zitrone_correct	32474	890	Zitrone	33374	34615	1241	2	correct	FPM	correct	Fruechte	1	112	1	1200	35990
dattel_incorrect	37239	1310	Dattel	38555	39583	1027	1	correct	FPM	incorrect	Fruechte	1	141	10	900	40755
zug_correct	41721	870	Zug	42604	43991	1386	2	correct	FPM	correct	Fortbewegungsmittel	1	159	5	1200	45237
ente_incorrect	46487	1450	Ente	47953	49099	1146	1	correct	FPM	incorrect	Voegel	1	146	3	700	50002
walze_word	50735	1300	Walze	52052	53349	1296	2	correct	WPM	correct	Werkzeug	1	15	15	700	54251
tisch_word	55001	1040	Sofa	56050	57220	1169	1	correct	WPM	incorrect	Moebel	1	177	16	1200	58516
adler_word	59833	1210	Pinguin	61049	62914	1865	1	correct	WPM	incorrect	Voegel	1	156	2	1200	63348
kutsche_incorrect	64665	1320	Kutsche	65998	67207	1209	1	correct	FPM	incorrect	Fortbewegungsmittel	1	42	5	700	68180
elster_word	68930	1330	Gans	70280	71524	1244	2	incorrect	WPM	incorrect	Voegel	1	34	20	700	72446
mais_word	73196	860	Spargel	74062	75686	1623	1	correct	WPM	incorrect	Gemuese	1	125	20	700	76711
bueffel_incorrect	77511	1220	Bueffel	78744	79835	1091	1	correct	FPM	incorrect	Saeugetiere	1	12	8	1200	81027
weintraube_incorrect	82276	980	Weintraube	83259	84672	1412	1	correct	FPM	incorrect	Fruechte	1	76		1200	85792
traktor_incorrect	87058	1150	Traktor	88225	89933	1708	1	correct	FPM	incorrect	Fortbewegungsmittel	1	2	2	900	90574
schlafanzug_word	91524	1530	Schlafanzug	93073	94274	1200	2	correct	WPM	correct	Kleidung	1	72	2	700	95039
traktor_word	95789	1320	Traktor	97122	98010	887	2	correct	WPM	correct	Fortbewegungsmittel	2		6	900	99305
socke_word	100255	1220	Jeans	101488	102299	811	1	correct	WPM	incorrect	Kleidung	1	29	20	700	103770
kiwi_correct	104503	900	Kiwi	105420	106402	982	1	incorrect	FPM	correct	Fruechte	1	124	1	700	108019
ananas_incorrect	108819	1280	Ananas	110118	111085	967	1	correct	FPM	incorrect	Fruechte	1	9	9	1200	112334
fledermaus_correct	113618	1000	Fledermaus	114634	115732	1098	1	incorrect	FPM	correct	Saeugetiere	1	79	4	1200	117133
walze_incorrect	118383	1230	Walze	119632	120830	1197	1	correct	FPM	incorrect	Werkzeug	2			700	121898
rollschuh_word	122648	1150	Fahrrad	123815	124896	1081	1	correct	WPM	incorrect	Fortbewegungsmittel	1	148	16	700	126164
wiege_word	126914	1190	Truhe	128113	129160	1046	1	correct	WPM	incorrect	Moebel	1	87	3	3000	130429
bueffel_word	138477	1150	Bueffel	139643	140485	841	2	correct	WPM	correct	Saeugetiere	2			700	141993
bohrmaschine_correct	142809	1180	Bohrmaschine	144009	144887	878	2	correct	FPM	correct	Werkzeug	1	17	17	700	146325
regal_word	147075	1190	Regal	148274	148999	724	2	correct	WPM	correct	Moebel	1	129	1	700	150590
sessel_word	151340	1130	Sessel	152473	153461	988	2	correct	WPM	correct	Moebel	1	31		1200	154856
