MDN_APH_B

Subject:	28
Date: 06/24/2022 10:59:23
Run: 2
Buttons: 1/2

stimulus_audio	time_audio	length_audio	stimulus_picture	time_picture	response_time	absolute_response_time	button_response	accuracy	condition	congruency	category	occurence_pic	repeat_pic	repeat_category	ISI	time_ISI
meise_word	5867	1210	Moewe	7081	7849	768	1	correct	WPM	incorrect	Voegel	1	18	2	900	9380
seehund_word	10314	1380	Seehund	11696	12158	461	2	correct	WPM	correct	Saeugetiere	1	26	10	700	13829
wellensittich_word	14562	1510	Wellensittich	16079	16467	388	2	correct	WPM	correct	Voegel	1	140	7	700	18078
kokosnuss_word	18811	1510	Weintraube	20327	20780	453	1	correct	WPM	incorrect	Fruechte	1	115	4	900	22327
faehre_correct	23593	1320	Faehre	24926	26186	1259	2	correct	FPM	correct	Fortbewegungsmittel	1	105	1	700	27109
hubschrauber_word	27859	1300	Hubschrauber	29175	29698	523	2	correct	WPM	correct	Fortbewegungsmittel	1	65	7	900	31374
weisskohl_word	32324	1160	Sellerie	33490	34833	1342	1	correct	WPM	incorrect	Gemuese	1	31	13	700	35840
birne_correct	36906	1310	Birne	38222	38889	666	2	correct	FPM	correct	Fruechte	1	169	27	1200	40422
axt_incorrect	41738	1170	Axt	42921	43991	1069	1	correct	FPM	incorrect	Werkzeug	1	183	9	1200	45254
meise_correct	46553	1190	Meise	47753	48605	852	2	correct	FPM	correct	Voegel	1	181	1	700	50069
adler_incorrect	50869	1210	Adler	52085	52790	704	1	correct	FPM	incorrect	Voegel	1	41	8	700	54384
ziege_incorrect	55184	1000	Ziege	56200	NaN	NaN	NaN	NaN	FPM	incorrect	Saeugetiere	1	58	4	700	58700
zug_word	59433	960	Zug	60399	60918	518	1	incorrect	WPM	correct	Fortbewegungsmittel	1	78	23	1200	62948
truhe_incorrect	64248	1210	Truhe	65464	66204	739	2	incorrect	FPM	incorrect	Moebel	1	84	8	1200	67764
hemd_word	68997	1110	Hemd	70113	70536	423	1	incorrect	WPM	correct	Kleidung	1	26	2	1200	72512
baer_correct	73795	940	Baer	74745	75255	510	2	correct	FPM	correct	Saeugetiere	1	145	8	700	77311
socke_incorrect	78111	1590	Socke	79710	80315	604	2	incorrect	FPM	incorrect	Kleidung	1	129	10	1200	81627
maurerkelle_incorrect	82860	820	Maurerkelle	83693	84518	825	1	correct	FPM	incorrect	Werkzeug	1	160	19	900	86375
moewe_correct	87325	1090	Moewe	88425	89034	609	1	incorrect	FPM	correct	Voegel	2		10	900	90841
avocado_word	91774	1440	Avocado	93223	93725	501	2	correct	WPM	correct	Gemuese	1	41	1	1200	95289
paprika_incorrect	96589	1130	Paprika	97722	98719	997	2	incorrect	FPM	incorrect	Gemuese	1	102	5	700	100105
schaukelstuhl_incorrect	100904	940	Schaukelstuhl	101854	102819	964	1	correct	FPM	incorrect	Moebel	1	51	1	900	104420
wiege_word	105353	1190	Wiege	106553	107272	718	1	incorrect	WPM	correct	Moebel	1	85	21	900	108869
baer_word	109802	1130	Lama	110935	111498	562	2	incorrect	WPM	incorrect	Saeugetiere	1	68	1	3000	113317
eichhoernchen_word	121349	1430	Eichhoernchen	122781	123358	576	1	incorrect	WPM	correct	Saeugetiere	1	6	3	900	124864
radieschen_correct	126131	1440	Radieschen	127580	128604	1023	2	correct	FPM	correct	Gemuese	1	67	12	1200	129646
